10,271,1289192400
10,970,1289192400
113,54,1289192400
2,402,1289192400
119,2,1289365200
119,271,1289365200
119,471,1289365200
119,54,1289365200
54,119,1289365200
168,74,1289451600
271,113,1289538000
271,119,1289538000
271,2,1289538000
271,471,1289538000
271,54,1289538000
37,474,1289624400
474,37,1289624400
113,37,1289710800
37,113,1289710800
54,37,1289710800
10,168,1289797200
168,10,1289797200
168,439,1289797200
10,99,1290056400
99,10,1290056400
1632,37,1290142800
37,1632,1290142800
1127,113,1290229200
10,2,1290488400
1127,2,1290661200
2,1127,1290661200
113,4,1290747600
4,113,1290747600
2,168,1290920400
1,113,1291006800
1632,2,1291006800
2,10,1291006800
2,1632,1291006800
1,2,1291093200
121,505,1291093200
505,121,1291093200
168,2,1291179600
471,2,1291266000
4,99,1291352400
505,3557,1291438800
3557,505,1291438800
3557,91,1291525200
91,297,1291525200
91,4,1291525200
91,3557,1291525200
74,168,1291611600
74,312,1291611600
10,4,1291698000
4,10,1291698000
238,99,1292043600
2473,99,1292043600
297,91,1292043600
99,238,1292043600
99,2473,1292043600
121,40,1292130000
40,121,1292130000
119,121,1292216400
121,119,1292216400
121,4,1292302800
4,121,1292302800
99,4,1292648400
119,91,1292734800
37,31,1292734800
91,119,1292734800
37,3537,1292821200
3537,37,1292821200
3537,54,1292821200
2,710,1292907600
710,2,1292907600
119,4,1293166800
1,625,1293426000
1,744,1293426000
4,439,1293426000
439,4,1293426000
625,1,1293426000
625,91,1293426000
91,625,1293426000
37,380,1293512400
40,1401,1293512400
1127,74,1293598800
1209,4,1293598800
4,1209,1293598800
4,312,1293598800
74,1127,1293598800
3537,293,1293598800
917,45,1293598800
2,512,1293685200
512,2,1293685200
23,40,1293771600
23,512,1293771600
31,37,1293771600
40,23,1293771600
512,23,1293771600
45,917,1293858000
625,74,1293858000
74,625,1293858000
2,917,1294030800
37,40,1294030800
40,37,1294030800
917,2,1294030800
439,625,1294117200
45,251,1294117200
625,439,1294117200
2891,40,1294203600
40,2891,1294203600
40,44,1294203600
44,40,1294203600
625,3636,1294203600
3636,625,1294203600
40,744,1294549200
712,744,1294549200
744,1,1294549200
744,40,1294549200
744,712,1294549200
168,91,1294635600
91,168,1294635600
744,249,1294722000
249,744,1294808400
1115,402,1294894800
1469,625,1294894800
402,1115,1294894800
501,4,1294894800
625,1469,1294894800
402,744,1294981200
744,402,1294981200
2,436,1295154000
436,2,1295154000
768,436,1295154000
768,23,1295326800
37,91,1295413200
40,989,1295413200
91,37,1295413200
380,37,1295499600
1087,23,1295586000
23,1087,1295586000
1115,917,1295672400
917,1115,1295672400
4,532,1295845200
532,4,1295845200
40,379,1295931600
40,917,1295931600
917,40,1295931600
389,45,1296018000
4,446,1296018000
446,4,1296018000
45,389,1296018000
74,4,1296018000
23,389,1296104400
389,126,1296104400
389,23,1296104400
389,293,1296104400
532,91,1296190800
91,532,1296190800
113,1127,1296277200
113,769,1296277200
769,91,1296277200
91,769,1296277200
4,768,1296450000
768,2,1296450000
768,4,1296450000
1087,44,1296536400
1087,74,1296536400
126,293,1296536400
23,710,1296536400
44,1087,1296536400
74,1087,1296536400
1209,2,1296622800
2,1209,1296622800
2,54,1296622800
2,74,1296622800
1909,4,1296709200
293,113,1296709200
293,126,1296709200
293,2,1296709200
293,389,1296709200
293,402,1296709200
293,439,1296709200
293,74,1296709200
293,3537,1296709200
293,91,1296709200
4,1909,1296709200
31,379,1296795600
40,45,1296795600
45,40,1296795600
989,40,1296795600
131,145,1296882000
131,561,1296882000
131,74,1296882000
145,131,1296882000
561,131,1296882000
121,512,1297054800
148,54,1297054800
512,121,1297054800
54,148,1297054800
148,439,1297141200
249,402,1297141200
379,31,1297141200
379,40,1297141200
439,148,1297141200
148,270,1297227600
148,768,1297227600
270,148,1297227600
446,2,1297227600
768,148,1297227600
2103,4,1297314000
2103,40,1297314000
4,2103,1297314000
40,2103,1297314000
402,249,1297314000
446,768,1297314000
45,768,1297314000
768,446,1297314000
768,45,1297314000
23,768,1297400400
4,23,1297400400
4,237,1297400400
1409,148,1297486800
148,119,1297486800
148,1409,1297486800
237,270,1297486800
237,4,1297486800
270,237,1297486800
512,148,1297486800
148,466,1297573200
2,379,1297573200
223,379,1297573200
379,1209,1297573200
379,2,1297573200
379,223,1297573200
379,466,1297573200
466,148,1297573200
