6,2,1289241911
6,5,1289241941
1,12,1289243140
4,3,1289245277
11,13,1289254254
11,10,1289254300
7,5,1289362700
2,17,1289370556
2,16,1289370622
17,2,1289380981
17,1,1289441411
17,10,1289441438
17,8,1289441450
17,3,1289441525
14,3,1289442313
14,18,1289489668
10,1,1289555656
10,6,1289555731
10,17,1289555745
10,8,1289555767
10,19,1289555841
10,2,1289555871
10,3,1289555875
4,20,1289641693
20,4,1289641703
5,1,1289660298
5,6,1289660319
5,7,1289660347
1,5,1289710643
6,4,1289770700
4,6,1289770756
2,4,1289771303
14,21,1289836081
14,11,1289873367
11,14,1289873611
11,22,1290088212
22,11,1290090118
14,16,1290108486
4,23,1290197549
23,4,1290197554
24,6,1290300441
11,1,1290520563
7,26,1290644457
26,7,1290644477
24,1,1290666928
1,24,1290666953
1,26,1290750434
26,1,1290752776
26,11,1290758643
11,26,1290761556
6,7,1290826367
7,6,1290826591
1,14,1290969236
1,23,1291052764
23,1,1291055972
27,6,1291056174
1,11,1291090930
28,29,1291157823
29,28,1291159845
27,1,1291159911
14,1,1291217882
8,1,1291315232
7,22,1291376109
1,16,1291505266
29,32,1291515528
32,29,1291515697
30,33,1291578872
30,7,1291590274
30,32,1291591178
32,30,1291591211
18,14,1291623781
18,15,1291623787
28,34,1291684579
34,28,1291684612
35,1,1291740270
11,7,1291757016
7,11,1291757031
22,36,1292070534
36,22,1292071378
22,37,1292085236
37,22,1292085280
33,30,1292099160
33,38,1292189306
38,33,1292189412
33,39,1292193828
39,33,1292195062
1,39,1292196392
39,1,1292196407
7,3,1292200462
28,31,1292206237
31,28,1292206272
28,17,1292297572
17,28,1292297608
7,28,1292361185
28,7,1292361298
7,38,1292442401
38,7,1292442432
7,40,1292447857
40,7,1292490376
22,7,1292716197
4,42,1292795818
30,17,1292819158
17,30,1292819328
4,44,1292823618
44,4,1292823672
44,16,1292823684
44,2,1292823727
27,47,1292920838
47,27,1292935948
41,1,1292957157
1,41,1292957195
4,48,1293050723
48,4,1293054742
17,7,1293191604
7,16,1293409870
27,50,1293448472
27,51,1293448479
30,50,1293453341
50,30,1293453456
50,27,1293453463
1,52,1293481238
52,1,1293481551
7,21,1293481688
21,7,1293482234
4,53,1293523499
1,54,1293579274
54,1,1293579280
31,55,1293583961
49,46,1293603105
56,7,1293604543
7,56,1293604590
7,15,1293632316
24,18,1293643257
18,24,1293646340
18,16,1293661055
44,57,1293665840
1,58,1293749573
58,1,1293749669
43,31,1293819840
31,43,1293820339
58,43,1293831460
43,58,1293831479
42,4,1293843254
18,50,1293888120
50,18,1293888137
46,49,1293930357
27,59,1293994479
59,27,1293996991
31,4,1294081163
4,31,1294081177
1,49,1294083688
49,1,1294083725
50,21,1294126590
21,50,1294152392
46,60,1294190542
14,61,1294192094
61,14,1294192614
50,45,1294244410
45,50,1294249080
31,62,1294262869
31,76,1294267264
62,31,1294267277
31,63,1294271217
63,31,1294274023
76,31,1294285068
4,64,1294300030
64,4,1294300186
61,50,1294395970
50,61,1294396076
31,66,1294426072
66,31,1294429629
43,64,1294429932
64,43,1294429999
7,66,1294438542
66,7,1294439193
46,68,1294546375
31,51,1294595719
68,46,1294599138
51,69,1294600321
69,51,1294600354
51,31,1294600355
51,27,1294600362
30,14,1294689381
14,30,1294689438
51,70,1294788721
70,51,1294854693
12,71,1294919858
71,12,1294927076
50,72,1294947596
72,50,1294953308
65,7,1294974057
1,61,1294982042
51,12,1294996843
12,51,1295011593
61,1,1295060559
1,74,1295163873
45,39,1295213497
39,45,1295213513
74,1,1295219864
73,74,1295223074
74,75,1295223955
60,19,1295282631
73,43,1295394666
30,4,1295416559
4,30,1295416571
31,77,1295460035
53,4,1295507765
70,78,1295538196
78,70,1295560693
61,79,1295620829
79,61,1295622238
43,80,1295647515
80,43,1295647536
71,49,1295720115
49,71,1295720324
70,79,1295806593
7,81,1295847189
81,7,1295847197
31,82,1295990232
31,49,1295995414
49,31,1295995480
79,70,1296071385
18,7,1296076062
7,83,1296085723
83,7,1296085847
46,84,1296096741
84,46,1296096768
84,57,1296163310
84,87,1296163344
84,43,1296163403
43,84,1296164244
81,30,1296229412
30,81,1296229420
6,86,1296291457
86,30,1296291483
6,24,1296291723
30,86,1296291878
35,7,1296512060
1,89,1296512102
89,1,1296513384
73,1,1296513427
73,7,1296528583
7,73,1296528668
7,35,1296528718
7,91,1296553673
91,7,1296553681
18,80,1296579082
80,18,1296579092
80,76,1296580101
76,80,1296580127
43,41,1296595302
87,57,1296601381
89,93,1296608630
89,19,1296609273
1,2,1296629343
1,56,1296631215
56,1,1296631324
1,18,1296657671
39,94,1296682612
88,7,1296688733
7,88,1296688773
39,11,1296690713
11,39,1296690764
57,30,1296754197
57,12,1296754335
57,6,1296754391
57,1,1296754396
57,18,1296754414
57,21,1296754435
57,87,1296754444
57,84,1296754511
57,95,1296754599
57,44,1296754644
94,39,1296758779
39,2,1296769471
2,39,1296769494
93,89,1296772979
93,96,1296773129
96,93,1296774360
7,97,1296792123
97,7,1296792359
77,31,1296837862
31,46,1296868252
46,31,1296868317
42,82,1296870068
85,92,1296884305
92,85,1296884644
39,7,1296913225
7,39,1296913557
85,18,1296927382
85,99,1296927424
99,85,1296927623
58,28,1297093748
28,58,1297093804
2,96,1297102509
96,2,1297102585
70,12,1297187359
82,42,1297197836
82,31,1297197843
96,21,1297206554
21,96,1297207240
